labels,text_en,translated_de
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....","Rose für rot, rot für Blut, Blut für das Herz, das Herz für dich. Aber du für mich.... Sende das an alle deine Freunde.. auch an mich.. Wenn du mich magst.. Wenn du es zurück bekommst, 1 - du bist arm in Beziehung! 2 - du brauchst jemanden, der dich unterstützt 3 - du hast zu viele Freunde 4 - jemand liebt dich 5 - jemand betet zu Gott, um dich zu heiraten. :-) Versuch es...."
ham,"Wife.how she knew the time of murder exactly","Frau. Wie wusste sie genau, zu welcher Zeit der Mord stattfand?"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","SECHS Chancen, GELD zu gewinnen! Von 100 bis 20.000 Pfund SMS> CSH11 an 87575 senden. Kosten 150p/Tag, 6 Tage, 16+ Ts&Cs gelten. Antworten Sie mit HL für Infos."
spam,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1","Ihre Barguthaben beträgt derzeit 500 Pfund - um Ihr Bargeld zu maximieren, senden Sie jetzt COLLECT an 83600, nur 150p/Nachricht. CC: 08718720201 PO BOX 114/14 TCR/W1"
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?","Ich fühle mich wie ein Idiot, weil ich immer wieder deine Texte und Facebook-Nachrichten verpasse. Was geht ab, bist du in der Stadt?"
ham,"No plm i will come da. On the way.","Kein Problem, ich komme schon. Bin auf dem Weg."
ham,"Guess he wants alone time. We could just show up and watch when they do..","Er möchte wahrscheinlich alleine Zeit verbringen. Wir könnten einfach auftauchen und zuschauen, wenn sie es tun."
ham,"Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)","Höhe des Recyclings: Lies zweimal - Menschen verbringen Zeit damit, Geld zu verdienen und dasselbe Geld wird ausgegeben, um Zeit zu verbringen! ;-) Guten Morgen.. bleib lächelnd :-)"
ham,"Yup ü not comin :-(","Yup, du kommst nicht :-("
ham,"Yes, princess. Toledo.","Ja, Prinzessin. Toledo."
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me","Aight, schreib mir, wenn du wieder im MU bist, und ich komme vorbei. Brauche jemanden, der mir die Tür aufmacht."
ham,"Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.","Ron sagte, Fri Leh. Und er sagte, dass Ding Tai Feng keine Reservierungen machen kann. Aber er sagte, warte mal."
ham,"Good. No swimsuit allowed :)","Gut. Kein Badeanzug erlaubt :)"
ham,"Am okay. Will soon be over. All the best","Ich bin okay. Bald ist alles vorbei. Alles Gute."
ham,"Ok i've sent u da latest version of da project.","Okay, ich habe Ihnen die neueste Version des Projekts geschickt."
ham,"Good Morning my Dear........... Have a great &amp; successful day.","Guten Morgen mein Lieber / meine Liebe........... Hab einen tollen und erfolgreichen Tag."
ham,"Pls accept me for one day. Or am begging you change the number.","Bitte akzeptieren Sie mich für einen Tag. Oder ich bettel Sie an, die Nummer zu ändern."
ham,"Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:","Squeeeeeze!! Dies ist eine Weihnachtsumarmung.. Wenn du meine Freundschaft magst, umarme mich zurück.. Wenn du 3 bekommst, bist du süß :) 6, du bist geliebt:* 9, du bist so glücklich;) Keine? Die Leute hassen dich:/"
ham,"Its ok, if anybody asks abt me, u tel them..:-P","Es ist in Ordnung, wenn mich jemand fragt, sag ihnen..:-P"
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens","Lustige Tatsache: Niemand lehrt Vulkane, auszubrechen, Tsunamis, aufzusteigen, Hurrikane herumzuwirbeln, und niemand lehrt, wie man eine Ehefrau wählt. Naturkatastrophen passieren einfach."
ham,"* You gonna ring this weekend or wot?","Du wirst dieses Wochenende anrufen oder was?"
ham,"Also track down any lighters you can find","Auch suche alle Feuerzeuge, die du finden kannst."
ham,"Sorry, I can't help you on this.","Sorry, ich kann Ihnen dabei nicht helfen."
ham,"Babe, I need your advice","Liebling, ich brauche deinen Rat."
ham,"I‘ll leave around four, ok?","Ich werde gegen vier Uhr gehen, okay?"
ham,"Come to medical college at 7pm ......forward it da","Komm um 19:00 Uhr zum medizinischen College ......leite es weiter da"
ham,"K:)k..its good:)when are you going?","K:)K..es ist gut:)Wann gehst du?"
ham,"I can make lasagna for you... vodka...","Ich kann Lasagne für dich machen... Wodka..."
ham,"HI ITS KATE CAN U GIVE ME A RING ASAP XXX","Hallo, ich bin Kate. Kannst du mich bitte sofort anrufen? XXX."
ham,"Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar","Wer waren diese Leute? Waren Sie auf einer Tour? Ich dachte, Sie machen dieses Sofa-Ding, das Sie mir geschickt haben? Dein neugieriger Zucker."
ham,"No, but you told me you were going, before you got drunk!","Nein, aber du hast mir gesagt, dass du gehen würdest, bevor du betrunken wurdest!"
ham,"He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him","Er hat verdammt noch mal einen Rückzieher gemacht. Er hat mir eine Nachricht geschickt, dass er sich verspäten würde und mich dann benachrichtigen würde, aber dann habe ich kein Wort von ihm gehört."
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate","Glückwunsch! Dank eines guten Freundes haben Sie den £2.000 Xmas-Preis gewonnen. Die Beantragung ist einfach, rufen Sie jetzt unter 08718726978 an! Nur 10p pro Minute. BT-Nationaltarif."
ham,"I'm always looking for an excuse to be in the city.","Ich suche immer nach einem Vorwand, um in der Stadt zu sein."
ham,"Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...","Jap, ich trinke immer noch Kaffee mit meinen Freunden... Mein Freund fährt, er wird mich mitnehmen..."
ham,"O shore are you takin the bus","Oder nimmst du den Bus?"
ham,"So u gonna get deus ex?","Also wirst du Deus Ex bekommen?"
ham,"I will send them to your email. Do you mind  &lt;#&gt;  times per night?","Ich werde sie an Ihre E-Mail senden. Macht es Ihnen etwas aus &lt;#&gt; Mal pro Nacht?"
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.","44 7732584351, Möchten Sie morgen ein neues Nokia 3510i Farbtelefon geliefert bekommen? Mit 300 Freiminuten für alle Mobilgeräte + 100 kostenlose SMS + kostenlose Videokamera. Antworten Sie oder rufen Sie 08000930705 an."
ham,"tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?","Übersetzung: "Treffen um sieben. Ist diese Kneipe an der Gas Street bei der Broad Street am Kanal. In Ordnung?"
ham,"Ok then i come n pick u at engin?","Ok, dann komme ich und hole dich am Engin ab?"
ham,"Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.","Deshalb wollte ich dir nie etwas davon erzählen. Deshalb bin ich in letzter Zeit so kurz angebunden und gereizt mit dir."
ham,"Raviyog Peripherals bhayandar east","Raviyog Peripherals Bhayandar Ost"
ham,"K actually can you guys meet me at the sunoco on howard? It should be right on the way","Könnt ihr mich eigentlich an der Sunoco-Tankstelle in Howard treffen? Sie sollte direkt auf dem Weg liegen."
spam,"You have 1 new voicemail. Please call 08719181513.","Sie haben 1 neue Voicemail. Bitte rufen Sie 08719181513 an."
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night","Der MOND ist gekommen, um deine Träume zu färben, die STERNE, um sie musikalisch zu machen, und meine SMS, um dir einen warmen und friedlichen Schlaf zu geben. Gute Nacht."
ham,"Just finished eating. Got u a plate. NOT leftovers this time.","Gerade fertig mit dem Essen. Habe dir einen Teller vorbereitet. Dieses Mal KEINE Reste."
ham,"Thanx a lot...","Danke vielmals..."
ham,"Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.","Eile nach Hause, du großer Hintern. Leg auf, wenn du musst. Das Essen ist fertig und ich verhungere. Frag nicht, was ich gekocht habe."
ham,"Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(","Lol, du hast recht. Welche Diät? Ich schummle sowieso jeden Tag. Ich bin dazu bestimmt, dick zu sein :("
ham,"Its a great day. Do have yourself a beautiful one.","Es ist ein toller Tag. Hab einen wunderschönen Tag."
ham,"What happened in interview?","Was ist im Vorstellungsgespräch passiert?"
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.","Löse den Fall: Ein Mann wurde am Nachmittag des &lt;DECIMAL&gt; . &lt;#&gt;  ermordet. 1, Seine Frau rief die Polizei an. 2, Die Polizei befragte jeden. 3, Frau: Herr, ich habe geschlafen, als der Mord stattfand. 4. Koch: Ich habe gekocht. 5. Gärtner: Ich habe Gemüse gepflückt. 6. Hausmädchen: Ich war bei der Post. 7. Kinder: Wir waren spielen. 8. Nachbar: Wir waren auf einer Hochzeit. Die Polizei hat den Mörder sofort verhaftet. Wer ist es? Antworte mit Begründung, wenn du brillant bist."
ham,"Badrith is only for chennai:)i will surely pick for us:)no competition for him.","Badrith ist nur für Chennai :) Ich werde ihn sicher für uns auswählen :) Keine Konkurrenz für ihn."
ham,"I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...","Ich dachte, es ist mein Gruppenmitglied... Zum Glück habe ich nicht geantwortet... Um wie viel Uhr musst du gehen..."
ham,"Hey you around? I've got enough for a half + the ten I owe you","Hey, bist du da? Ich habe genug für eine Hälfte + die zehn, die ich dir schulde."
ham,"Hey tmr maybe can meet you at yck","Hallo morgen vielleicht können wir uns bei yck treffen"
ham,"ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*","ALRITE SAM, ES IST NICHT, NUR UM ZU ÜBERPRÜFEN, OB DIES DEINE NUMMER IST - IST ES DAS? T.B*"
ham,"A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die","Ein paar Medikamente sagen, dass man sie alle 8 Stunden einnehmen soll. Es sind erst 5 vergangen, aber der Schmerz ist zurück. Deshalb habe ich noch eine genommen. Ich hoffe, ich sterbe nicht."
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)","Schöner Morgen kommt nie.. Wenn er kommt, ist es bereits HEUTE.. In der Jagd nach einem schönen Morgen verschwende nicht deinen wundervollen HEUTE.. GUTEN MORGEN:)"
ham,"Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.","I'm not sure, you all decide. Was ist mit Leona? Hoppla, ich dachte Ben geht und ich schreibe ihm."
ham,"Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.","Hallo. Wir sind jetzt in unsere Kneipe umgezogen. Es wäre toll, dich zu sehen, wenn du vorbeikommen könntest."
spam,"Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app","Die heutigen Voda-Nummern, die mit 5226 enden, wurden ausgewählt, um einen Preis von ?350 zu erhalten. Wenn Sie einen Treffer haben, rufen Sie bitte unter 08712300220 an und nennen Sie den Anspruchscode 1131. Standardtarife gelten."
spam,"This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only","Diese Nachricht ist kostenlos. Willkommen im neuen und verbesserten Sex & Dogging Club! Um sich von diesem Service abzumelden, antworten Sie mit STOP. msgs@150p Nur für über 18-Jährige."
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)","Honigbiene sagte: *Ich bin die Süßeste auf der Welt* Gott lachte und sagte: *Warte, du hast die Person, die diese Nachricht liest, noch nicht getroffen* MORAL: Auch GOTT kann Witze machen! GM+GN+GE+GN:)"
ham,"Just do what ever is easier for you","Mach einfach, was für dich einfacher ist"
spam,"RCT' THNQ Adrian for U text. Rgds Vatian","RCT' THNQ Adrian für Ihre Nachricht. Mit freundlichen Grüßen, Vatian"
ham,"Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday","Hör auf, alle anzurufen und zu sagen, dass ich vielleicht Krebs haben könnte. Mein Hals tut weh, wenn ich spreche. Ich kann nicht alle Anrufe beantworten. Wenn ich noch einen Anruf bekomme, werde ich am Montag nicht aufpassen."
ham,"It'll be tough, but I'll do what I have to","Es wird schwierig sein, aber ich werde tun, was ich tun muss."
ham,"IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx","Ich werde dich so sehr vermissen!! Ich würde sagen, ich schicke dir eine Postkarte, aber es besteht genauso wenig Chance, dass ich mich daran erinnere, wie dass Si seinen Vertrag nicht bricht!! Liebe Grüße, Yaxx"
ham,"Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.","Die Nachricht an die Prioritätsperson: Wenn du die 7 Namen von Hanumanji liest, werden 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer, dann teile diesen 7 Namen mit &lt;#&gt; Personen und lass sie nächsten Samstag eine gute Nachricht hören...! Wenn du es vergisst, wirst du ein großes Problem haben, dies ist zu &lt;#&gt; % wahr.. Nicht vernachlässigen."
ham,"HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX","Hallo Liebling, ich bin um 3 fertig. Möchtest du mich abholen oder treffen? Antworte auf diese Nummer. Liebe Grüße, Kate XXX"
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!","Stell einen Platz für mich in deinem Herzen ein und nicht in deinem Verstand, denn der Verstand vergisst leicht, aber das Herz wird sich immer erinnern. Ich wünsche dir einen schönen Valentinstag!"
ham,"But i'm surprised she still can guess right lor...","Aber ich bin überrascht, dass sie immer noch richtig raten kann lor..."
ham,"Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.","Ok, möchtest du dich in Bishan treffen? Denn ich bin gerade in Bishan. Ich fahre heute nicht."
ham,"Oh ho. Is this the first time u use these type of words","Oh ho. Ist das das erste Mal, dass du diese Art von Worten benutzt?"
ham,"HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN","HI DARLIN WIE WAR DIE ARBEIT, BIST DU IN SCHWIERIGKEITEN GERATEN? ICH HAB GERADE DEN VORMITTAG MIT DEINER MUTTER GESPROCHEN! ICH HATTE LETZTE NACHT EINE WIRKLICH GUTE ZEIT, ICH GEHE BALD RAUS, ABER RUF MICH AN, WENN DU KANNST. "
ham,"I know you are serving. I mean what are you doing now.","Ich weiß, dass Sie dienen. Ich meine, was machen Sie jetzt?"
